ayacucho,caicara,ciudad_bolivar,palua
44.11,26.78,6.94,3.24
44.24,26.87,7.03,3.27
44.37,26.93,7.11,3.33
44.62,26.98,7.21,3.39
44.76,27.04,7.30,3.47
44.92,27.08,7.46,3.55
45.12,27.16,7.59,3.65
45.31,27.27,7.69,3.71
45.52,27.38,7.78,3.75
45.74,27.59,7.88,3.85
45.96,27.81,8.05,3.95
46.20,28.09,8.31,4.09
46.48,28.35,8.61,4.27
46.82,28.60,8.93,4.46
47.00,28.87,9.25,4.67
47.40,29.16,9.53,4.89
47.68,29.40,9.80,5.13
47.86,29.65,10.00,5.30
48.00,29.86,10.26,5.50
48.12,30.06,10.55,5.70
48.23,30.19,10.80,5.95
48.34,30.33,11.02,6.15
48.44,30.43,11.22,6.30
48.54,30.53,11.39,6.45
48.60,30.61,11.52,6.60
48.66,30.71,11.63,6.71
48.72,30.80,11.71,6.81
48.80,30.87,11.77,6.88
48.85,30.93,11.81,6.91
48.98,31.00,11.84,6.92
49.08,31.08,11.88,6.96
49.21,31.17,11.93,7.00
49.30,31.28,12.03,7.09
49.46,31.41,12.14,7.18
49.55,31.52,12.12,7.28
49.64,31.60,12.13,7.31
49.70,31.67,12.36,7.34
49.74,31.75,12.43,7.41
49.76,31.82,12.47,7.49
49.80,31.88,12.53,7.55
49.83,31.92,12.59,7.59
49.81,31.99,12.67,7.62
49.90,32.03,12.75,7.65
49.94,32.07,12.81,7.74
50.00,32.13,12.86,7.82
50.00,32.18,12.90,7.86
50.00,32.22,12.94,7.90
50.05,32.26,12.98,7.93
50.10,32.29,13.02,7.97
50.15,32.32,13.09,7.99
50.17,32.36,13.15,8.03
50.26,32.42,13.22,8.12
50.36,32.46,13.27,8.20
50.44,32.52,13.31,8.23
50.45,32.56,13.34,8.25
50.47,32.63,13.39,8.28
50.50,32.68,13.47,8.33
50.50,32.73,13.53,8.41
50.51,32.78,13.61,8.46
50.51,32.83,13.69,8.51
50.55,32.90,13.77,8.57
50.55,32.97,13.84,8.63
50.55,33.03,13.89,8.69
50.55,33.07,13.97,8.75
50.55,33.10,14.06,8.82
50.58,33.12,14.11,8.88
50.65,33.15,14.19,8.94
50.76,33.17,14.25,9.01
50.85,33.19,14.27,9.05
50.88,33.24,14.30,9.08
50.94,33.32,14.31,9.10
50.90,33.36,14.35,9.11
50.90,33.44,14.39,9.15
50.94,33.56,14.47,9.20
50.89,33.60,14.55,9.25
50.87,33.63,14.61,9.31
50.87,33.68,14.71,9.38
50.96,33.73,14.77,9.41
50.99,33.76,14.84,9.46
51.00,33.79,14.89,9.49
51.01,33.82,14.93,9.55
51.08,33.86,15.01,9.61
51.21,33.89,15.11,9.71
51.22,33.91,15.18,9.79
51.20,33.96,15.23,9.83
51.20,34.04,15.27,9.87
51.18,34.09,15.32,9.89
51.18,34.13,15.36,9.94
51.18,34.21,15.43,9.97
51.18,34.24,15.53,10.05
51.20,34.25,15.61,10.12
51.26,34.27,15.68,10.17
51.30,34.31,15.71,10.21
51.28,34.36,15.72,10.25
51.26,34.36,15.76,10.29
51.21,34.39,15.77,10.29
51.22,34.41,15.80,10.31
51.18,34.44,15.85,10.33
51.12,34.46,15.89,10.37
51.08,34.46,15.97,10.39
51.06,34.46,16.01,10.44
51.05,34.47,16.04,10.50
51.04,34.47,16.05,10.53
51.08,34.47,16.07,10.55
51.18,34.47,16.07,10.56
51.18,34.47,16.07,10.57
51.15,34.45,16.07,10.57
51.13,34.43,16.09,10.55
51.13,34.41,16.12,10.57
51.11,34.40,16.13,10.59
51.11,34.40,16.14,10.62
51.08,34.39,16.13,10.63
51.05,34.37,16.10,10.63
51.00,34.33,16.04,10.58
51.00,34.32,16.00,10.55
50.90,34.28,15.94,10.54
50.86,34.26,15.89,10.50
50.83,34.24,15.85,10.46
50.75,34.21,15.78,10.47
50.67,34.18,15.72,10.39
50.59,34.13,15.68,10.32
50.47,34.09,15.61,10.33
50.38,34.05,15.55,10.36
50.28,34.00,15.52,10.36
50.14,33.97,15.51,10.37
50.02,33.90,15.47,10.36
49.92,33.83,15.43,10.19
49.78,33.76,15.39,10.11
49.68,33.68,15.35,10.08
49.64,33.60,15.30,10.05
49.54,33.50,15.23,9.99
49.44,33.42,15.18,9.94
49.35,33.32,15.09,9.89
49.22,33.24,15.00,9.83
49.09,33.16,14.90,9.75
48.99,33.06,14.81,9.67
48.88,32.95,14.69,9.59
48.76,32.86,14.59,9.55
48.64,32.76,14.48,9.51
48.51,32.64,14.38,9.46
48.38,32.54,14.26,9.32
48.25,32.43,14.14,9.21
48.20,32.33,14.00,9.11
48.14,32.21,13.86,8.97
47.90,32.08,13.73,8.85
47.90,31.97,13.61,8.75
47.75,31.89,13.50,8.65
47.60,31.79,13.35,8.53
47.42,31.66,13.22,8.41
47.28,31.56,13.09,8.26
47.16,31.41,13.00,8.15
47.14,31.27,12.89,8.07
47.05,31.12,12.77,7.97
47.02,30.97,12.68,7.89
46.95,30.84,12.56,7.79
46.92,30.69,12.43,7.68
46.92,30.59,12.31,7.61
46.92,30.50,12.19,7.51
46.92,30.43,12.11,7.43
46.90,30.39,12.02,7.37
46.82,30.34,11.96,7.35
46.75,30.28,11.93,7.43
46.65,30.19,11.85,7.32
46.54,30.13,11.81,7.35
46.45,30.06,11.80,7.51
46.40,29.95,11.76,7.49
46.34,29.90,11.72,7.51
46.19,29.80,11.67,7.47
46.11,29.71,11.56,7.41
46.01,29.59,11.42,7.31
45.91,29.48,11.27,7.25
45.85,29.37,11.14,7.15
45.81,29.28,11.02,7.05
45.81,29.23,10.92,6.97
45.76,29.14,10.82,6.91
45.71,29.11,10.72,6.81
45.69,29.06,10.61,6.70
45.63,28.99,10.51,6.62
45.62,28.92,10.39,6.31
45.65,28.89,10.32,6.39
45.62,28.86,10.23,6.29
45.69,28.84,10.13,6.11
45.65,28.83,10.03,6.00
45.61,28.81,9.97,5.91
45.61,28.81,9.96,5.79
45.62,28.81,9.98,5.97
45.64,28.81,10.03,6.11
45.58,28.78,10.03,6.18
45.56,28.75,10.05,6.22
45.56,28.70,10.03,6.21
45.59,28.64,10.02,6.21
45.58,28.57,10.01,6.16
45.54,28.51,9.98,6.16
45.48,28.47,9.97,6.13
45.43,28.40,9.94,6.13
45.35,28.33,9.94,6.11
45.31,28.23,9.97,6.08
45.25,28.15,9.94,6.07
45.17,28.07,9.89,5.93
45.11,27.99,9.80,5.81
45.04,27.94,9.65,5.69
44.97,27.87,9.50,5.61
44.80,27.80,9.35,5.51
44.84,27.74,9.22,5.48
44.80,27.62,9.10,5.53
44.75,27.53,9.01,5.50
44.65,27.43,8.90,5.43
44.56,27.32,8.77,5.34
44.46,27.19,8.61,5.25
44.31,27.08,8.46,5.15
44.14,26.95,8.27,4.94
43.96,26.81,8.07,4.51
43.72,26.65,7.88,4.31
43.56,26.47,7.71,4.15
43.35,26.27,7.51,4.00
43.14,26.06,7.34,3.91
42.98,25.85,7.13,3.65
42.77,25.66,6.90,3.47
42.62,25.49,6.69,3.31
42.45,25.32,6.48,3.13
42.32,25.17,6.26,2.99
42.18,25.02,6.09,2.83
42.06,24.96,5.92,2.69
41.96,24.77,5.75,2.59
41.86,24.67,5.61,2.51
41.78,24.56,5.48,2.43
41.70,24.44,5.34,2.32
41.64,24.37,5.21,2.29
41.58,24.30,5.07,2.26
41.52,24.26,4.96,2.20
41.48,24.19,4.88,2.17
41.42,24.13,4.78,2.16
41.37,24.08,4.71,2.41
41.30,24.02,4.67,2.17
41.26,23.95,4.57,2.01
41.21,23.88,4.42,1.89
41.18,23.81,4.34,1.82
41.16,23.79,4.26,1.75
41.12,23.74,4.19,1.63
41.09,23.70,4.15,1.57
41.05,23.66,4.09,1.55
41.03,23.61,4.05,1.52
41.02,23.60,4.01,1.57
41.00,23.57,3.88,1.57
40.98,23.54,3.82,1.59
40.94,23.51,3.77,1.61
40.93,23.48,3.75,1.59
40.94,23.46,3.73,1.59
40.96,23.44,3.69,1.58
40.98,23.42,3.66,1.56
41.00,23.39,3.63,1.53
41.02,23.39,3.57,1.48
41.02,23.40,3.58,1.43
41.02,23.42,3.59,1.39
41.01,23.43,3.59,1.42
40.99,23.42,3.57,1.46
40.95,23.40,3.54,1.48
40.85,23.38,3.50,1.52
40.75,23.37,3.47,1.55
40.67,23.33,3.44,1.52
40.66,23.27,3.44,1.53
40.56,23.20,3.40,1.53
40.51,23.15,3.35,1.51
40.46,23.10,3.29,1.47
40.44,23.04,3.24,1.36
40.48,23.00,3.19,1.34
40.51,22.98,3.18,1.71
40.51,22.91,3.17,1.59
40.47,22.87,3.09,1.36
40.46,22.88,2.96,1.17
40.46,22.88,2.90,1.11
40.46,22.88,2.89,1.15
40.46,22.89,2.90,1.20
40.46,22.86,2.89,1.23
40.47,22.84,2.93,1.32
40.44,22.83,2.95,1.37
40.44,22.83,2.93,1.39
40.44,22.82,2.91,1.40
40.44,22.80,2.96,1.39
,,,
40.59,22.80,3.01,1.41
40.60,22.82,3.03,1.35
40.81,22.86,3.08,1.30
40.95,22.93,3.13,1.29
41.04,23.03,3.18,1.29
41.12,23.11,3.20,1.28
41.20,23.20,3.20,1.37
41.23,23.31,3.20,1.39
41.23,23.44,3.20,1.41
41.22,23.53,3.24,1.47
41.22,23.59,3.29,1.51
41.18,23.66,3.38,1.55
41.18,23.69,3.44,1.43
41.12,23.66,3.49,1.44
41.11,23.62,3.55,1.57
41.10,23.55,3.59,1.57
41.12,23.48,3.61,1.55
41.13,23.43,3.58,1.51
41.15,23.37,3.52,1.45
41.20,23.34,3.47,1.43
41.24,23.32,3.38,1.40
41.22,23.32,3.31,1.38
41.17,23.32,3.30,1.43
41.17,23.32,3.30,1.47
41.10,23.30,3.29,1.52
41.05,23.31,3.28,1.50
40.96,23.31,3.26,1.53
40.84,23.30,3.25,1.53
40.80,23.27,3.24,1.50
40.74,23.20,3.22,1.44
40.73,23.14,3.18,1.43
40.78,23.11,3.14,1.41
40.81,23.09,3.09,1.34
40.85,23.07,3.06,1.30
40.88,23.06,3.00,1.28
40.88,23.07,2.97,1.31
40.91,23.19,2.97,1.47
40.94,23.20,2.99,1.51
40.89,23.25,3.00,1.49
40.96,23.31,2.97,1.49
41.01,23.37,2.99,1.47
41.11,23.42,3.01,1.46
41.34,23.49,3.15,1.50
41.52,23.54,3.25,1.55
41.71,23.68,3.33,1.56
41.88,23.79,3.40,1.55
42.00,23.92,3.46,1.41
42.02,24.05,3.52,1.38
42.12,24.22,3.64,1.39
42.13,24.36,3.76,1.45
42.13,24.48,3.90,1.53
42.12,24.55,4.01,1.61
42.11,24.56,4.15,1.71
42.11,24.56,4.30,1.82
42.16,24.60,4.38,1.89
42.22,24.63,4.46,2.03
42.30,24.70,4.51,2.12
42.34,24.76,4.57,2.18
42.36,24.80,4.65,2.17
42.37,24.85,4.67,2.21
42.38,24.85,4.73,2.09
42.44,24.89,4.75,2.04
42.47,24.96,4.76,2.03
42.50,25.03,4.80,2.01
42.54,25.11,4.84,2.12
42.62,25.15,4.86,2.12
42.71,25.18,4.88,2.21
42.85,25.26,5.01,2.25
43.00,25.40,5.11,2.26
43.17,25.65,5.21,2.44
43.30,25.94,5.40,2.52
43.50,26.02,5.55,2.61
43.67,26.13,5.69,2.66
43.80,26.28,5.92,2.69
43.98,26.39,6.07,2.69
44.12,26.48,6.21,2.69
44.24,26.62,6.34,2.76
44.34,26.78,6.50,2.99
44.42,26.92,6.67,3.13
44.50,27.01,6.82,3.21
44.55,27.10,7.01,3.34
44.58,27.23,7.13,3.57
44.59,27.29,7.25,3.67
44.58,27.32,7.36,3.71
44.62,27.34,7.48,3.81
44.72,27.39,7.55,3.87
44.86,27.44,7.63,3.89
45.01,27.50,7.80,4.00
45.36,27.61,7.98,4.13
45.58,27.69,8.11,4.23
45.78,27.92,8.22,4.29
45.92,27.98,8.32,4.37
46.20,28.15,8.50,4.44
46.34,28.35,8.65,4.52
46.44,28.59,8.85,4.62
46.61,28.79,9.06,4.83
46.76,28.92,9.31,5.02
46.99,29.06,9.53,5.20
47.06,29.17,9.68,5.37
47.12,29.28,9.77,5.46
47.25,29.36,9.85,5.52
47.38,29.49,9.93,5.62
47.48,29.62,10.10,5.74
47.52,29.74,10.11,5.81
47.58,29.82,10.25,5.90
47.67,29.89,10.39,6.01
47.84,29.96,10.48,6.11
47.94,30.08,10.57,6.15
48.00,30.16,10.64,6.22
48.08,30.27,10.73,6.29
48.18,30.36,10.88,6.38
48.35,30.47,11.02,6.47
48.66,30.60,11.12,6.62
48.82,30.71,11.35,6.75
48.96,30.83,11.47,6.83
49.10,30.95,11.64,6.95
49.22,30.99,11.77,7.06
49.36,31.07,11.92,7.18
49.54,31.25,12.03,7.23
49.72,31.39,12.18,7.33
49.84,31.55,12.39,7.51
49.98,31.69,12.55,7.63
50.10,31.94,12.69,7.80
50.20,32.04,12.85,8.03
50.36,32.15,13.00,8.21
50.54,32.27,13.13,8.31
50.76,32.38,13.21,8.41
50.94,32.49,13.28,8.49
51.09,32.61,13.39,8.65
51.21,32.74,13.51,8.78
51.38,32.87,13.64,8.89
51.49,33.03,13.76,9.00
51.58,33.16,13.86,9.10
51.66,33.31,13.97,9.19
51.67,33.43,14.06,9.17
51.70,33.53,14.14,9.08
51.71,33.64,14.22,9.09
51.74,33.75,14.28,9.17
51.83,33.85,14.39,9.32
51.98,34.00,14.50,9.43
52.04,34.08,14.60,9.49
52.15,34.18,14.72,9.57
52.29,34.25,14.84,9.63
52.38,34.36,14.97,9.67
52.49,34.45,15.14,10.02
52.56,34.56,15.27,10.17
52.63,34.66,15.39,10.27
52.62,34.75,15.52,10.36
52.62,34.86,15.67,10.48
52.61,34.94,15.78,10.57
52.56,35.01,15.90,10.65
52.52,35.06,16.00,10.57
52.44,35.13,16.07,10.67
52.38,35.17,16.15,10.65
52.34,35.21,16.21,10.61
52.29,35.25,16.27,10.67
52.24,35.27,16.31,10.65
52.25,35.28,16.37,10.67
52.24,35.29,16.43,10.75
52.26,35.32,16.47,10.80
52.28,35.34,16.53,10.82
52.25,35.39,16.57,10.82
52.24,35.42,16.62,10.91
52.34,35.43,16.65,10.93
52.36,35.44,16.70,11.03
52.38,35.44,16.76,11.19
52.31,35.43,16.79,11.27
52.35,35.43,16.84,11.27
52.20,35.42,16.86,11.28
52.14,35.41,16.87,11.28
52.14,35.39,16.87,11.28
52.10,35.36,16.88,11.23
52.08,35.37,16.87,11.15
52.02,35.33,16.86,11.13
52.00,35.33,16.82,11.11
51.92,35.30,16.80,11.10
51.88,35.20,16.78,11.10
51.79,35.22,16.76,11.07
51.70,35.17,16.71,11.07
51.60,35.13,16.68,11.03
51.50,35.07,16.62,11.02
51.41,35.04,16.57,10.99
51.32,35.01,16.53,10.97
51.24,34.98,16.50,10.94
51.13,34.95,16.45,10.88
51.02,34.89,16.40,10.86
50.92,34.84,16.36,10.86
50.83,34.78,16.32,10.87
50.72,34.71,16.28,10.80
50.61,34.64,16.24,10.78
50.50,34.57,16.20,10.73
50.41,34.52,16.17,10.69
50.31,34.47,16.17,10.69
50.29,34.43,16.14,10.70
50.22,34.38,16.10,10.66
50.20,34.34,16.05,10.58
50.20,34.27,16.00,10.53
50.13,34.22,15.95,10.48
50.02,34.15,15.90,10.46
49.98,34.07,15.86,10.40
49.90,33.99,15.82,10.40
49.84,33.93,15.76,10.36
49.80,33.86,15.67,10.31
49.74,33.79,15.58,10.27
49.72,33.75,15.48,10.24
49.74,33.69,15.40,10.18
49.66,33.63,15.30,10.05
49.55,33.56,15.22,9.96
49.34,33.49,15.15,9.89
49.24,33.44,15.09,9.86
49.13,33.39,15.02,9.80
49.06,33.33,14.94,9.70
49.48,33.28,14.88,9.64
49.98,33.22,14.82,9.64
48.88,33.19,14.77,9.56
48.84,33.14,14.72,9.53
48.75,33.16,14.67,9.49
48.60,33.03,14.60,9.45
48.75,32.96,14.55,9.44
48.75,32.90,14.50,9.53
48.75,32.83,14.43,9.43
48.74,32.78,14.35,9.26
48.73,32.72,14.26,9.23
48.72,32.67,14.15,9.09
48.66,32.64,14.06,8.99
48.67,32.61,14.00,8.93
48.68,32.64,14.00,9.10
48.66,32.66,14.01,9.18
48.69,32.65,14.03,9.29
48.70,32.64,14.06,9.23
48.61,32.63,14.10,9.39
48.67,32.62,14.14,9.48
48.75,32.60,14.14,9.33
48.80,32.58,14.14,9.43
48.86,32.58,14.14,9.43
48.88,32.57,14.14,9.43
48.90,32.57,14.10,9.38
48.94,32.60,14.06,9.41
48.97,32.63,14.02,9.27
48.99,32.66,13.98,9.15
49.02,32.66,13.92,9.06
49.01,32.69,13.89,9.06
49.01,32.70,13.89,9.06
49.00,32.70,13.90,9.13
48.99,32.69,13.93,9.13
48.95,32.68,13.92,8.93
48.93,32.67,13.92,8.90
48.93,32.66,13.92,8.93
48.90,32.65,13.92,8.93
48.85,32.64,13.92,8.97
48.83,32.62,13.93,9.03
48.87,32.61,13.97,9.13
48.81,32.58,13.94,9.03
48.75,32.54,13.94,9.23
48.68,32.50,14.01,9.42
48.57,32.45,14.02,9.35
48.46,32.39,13.97,9.30
48.46,32.34,13.92,9.17
48.42,32.27,13.85,9.04
48.38,32.22,13.81,9.16
48.35,32.17,13.77,9.24
48.30,32.12,13.73,9.13
48.24,32.06,13.71,9.13
48.18,31.99,13.65,9.13
48.16,31.95,13.59,9.08
48.09,31.92,13.50,8.98
48.01,31.95,13.40,8.99
47.94,31.79,13.35,8.93
47.84,31.71,13.32,9.13
47.80,31.63,13.30,9.03
47.74,31.55,13.27,8.95
47.74,31.48,13.25,8.95
47.70,31.40,13.21,8.98
47.57,31.32,13.15,8.96
47.52,31.32,13.11,8.90
47.44,31.11,13.05,8.83
47.36,31.00,12.97,8.88
47.27,30.89,12.89,8.81
47.14,30.76,12.76,8.73
47.04,30.62,12.63,8.63
46.92,30.48,12.47,8.54
46.81,30.33,12.31,8.48
46.70,30.18,12.15,8.23
46.62,30.03,12.00,8.13
46.51,29.86,11.85,8.08
46.44,29.71,11.72,7.98
46.34,29.58,11.68,7.88
46.24,29.46,11.47,7.74
46.17,29.35,11.35,7.68
46.10,29.25,11.22,7.53
46.04,29.17,11.10,7.43
46.00,29.09,11.02,7.33
45.90,28.99,10.89,7.23
45.79,28.87,10.77,7.17
45.69,28.73,10.64,7.07
45.60,28.61,10.43,6.96
45.50,28.47,10.27,6.83
45.40,28.32,10.11,6.68
45.32,28.19,9.93,6.40
45.23,28.05,9.72,6.00
45.10,27.92,9.50,5.73
44.98,27.78,9.31,5.51
44.84,27.65,9.11,5.38
44.66,27.51,8.92,5.23
44.51,27.39,8.72,5.13
44.30,27.25,8.52,4.76
44.15,26.23,8.32,4.53
43.92,26.05,8.11,4.33
43.75,25.90,7.90,4.17
43.71,25.78,7.72,4.07
43.48,25.62,7.53,3.92
43.35,25.45,7.30,3.77
43.21,25.25,7.12,3.63
43.11,25.11,6.93,3.49
43.01,25.05,6.74,3.34
42.92,24.86,6.56,3.22
42.85,24.75,6.40,3.02
42.80,24.65,6.25,2.89
42.76,24.55,6.13,2.83
42.71,24.47,6.02,2.83
42.68,24.43,5.91,2.81
42.65,24.39,5.81,2.77
42.58,24.37,5.70,2.71
42.52,24.33,5.61,2.63
42.57,24.32,5.54,2.55
42.59,24.31,5.53,2.53
42.59,24.30,5.53,2.52
42.61,24.25,5.56,2.55
42.63,24.22,5.51,2.54
42.63,24.22,5.42,2.49
42.61,24.22,5.34,2.40
42.52,24.22,5.28,2.29
42.45,24.22,5.23,2.38
42.33,24.19,5.22,2.41
42.24,24.14,5.20,2.43
42.14,24.06,5.18,2.44
42.03,23.97,5.14,2.45
42.00,23.88,5.08,2.40
41.95,23.80,5.00,2.29
41.89,23.72,4.93,2.34
41.84,23.65,4.85,2.27
41.82,23.61,4.74,2.18
41.77,23.55,4.63,2.12
41.73,23.49,4.54,2.05
41.64,23.45,4.45,1.91
41.58,23.41,4.37,1.81
41.49,23.37,4.31,1.86
41.45,23.30,4.28,1.90
41.36,23.23,4.26,1.91
41.34,23.16,4.20,1.91
41.35,23.12,4.14,1.89
41.36,23.06,4.06,1.85
41.39,23.05,4.00,1.78
41.45,23.05,3.93,1.79
41.53,23.05,3.87,1.78
41.63,23.06,3.80,1.74
41.71,23.11,3.76,1.68
41.81,23.22,3.74,1.63
41.88,23.31,3.76,1.63
41.92,23.46,3.80,1.57
41.94,23.53,3.86,1.61
41.90,23.55,3.96,1.65
41.90,23.58,4.06,1.81
41.91,23.55,4.14,1.91
41.96,23.54,4.16,1.99
,,,
42.01,23.54,4.18,1.97
42.05,23.54,4.20,1.91
42.02,23.55,4.21,1.86
41.91,23.55,4.23,1.86
41.96,23.53,4.20,1.84
41.93,23.49,4.21,1.83
41.85,23.47,4.16,1.78
41.82,23.45,4.13,1.67
41.77,23.43,4.09,1.60
41.71,23.38,4.04,1.63
41.65,23.32,4.01,1.69
41.55,23.27,3.99,1.74
41.46,23.21,3.99,1.77
41.33,23.18,3.92,1.78
41.29,23.13,3.86,1.75
41.20,23.04,3.82,1.75
41.18,22.91,3.76,1.77
41.12,22.88,3.69,1.77
41.15,22.81,3.63,1.73
41.18,22.80,3.57,1.68
41.24,22.81,3.52,1.64
41.34,22.82,3.47,1.55
41.44,22.83,3.41,1.42
41.56,22.89,3.38,1.47
41.62,22.99,3.39,1.49
41.67,23.19,3.41,1.54
41.71,23.41,3.47,1.60
41.66,23.49,3.54,1.65
41.70,23.53,3.68,1.67
41.71,23.49,3.85,1.69
41.56,23.47,3.96,1.81
41.54,23.46,4.02,1.87
41.47,23.41,4.02,1.87
41.42,23.37,4.04,1.83
41.44,23.32,3.99,1.77
41.41,23.27,3.94,1.68
41.30,23.15,3.88,1.57
41.38,23.08,3.82,1.57
41.42,23.07,3.74,1.59
41.48,23.07,3.70,1.61
41.52,23.07,3.70,1.65
41.70,23.11,3.62,1.67
41.77,23.15,3.60,1.68
41.85,23.23,3.62,1.66
41.98,23.36,3.64,1.69
42.02,23.48,3.68,1.72
42.07,23.60,3.76,1.72
42.15,23.71,3.80,1.68
42.27,23.86,3.92,1.68
42.42,23.96,4.03,1.71
42.55,24.05,4.18,1.73
42.65,24.12,4.30,1.83
42.80,24.20,4.45,1.93
42.94,24.28,4.57,2.00
43.03,24.35,4.70,2.12
43.47,24.43,4.80,2.20
43.80,24.54,4.90,2.23
44.02,24.75,4.99,2.28
44.18,25.04,5.10,2.33
44.29,25.27,5.28,2.46
44.44,25.48,5.54,2.58
44.57,25.60,5.90,2.70
44.66,25.73,6.16,2.76
44.75,25.87,6.34,2.84
44.81,25.98,6.50,2.93
44.82,26.05,6.74,3.09
44.89,26.08,7.02,3.30
44.95,26.10,7.19,3.43
45.02,26.10,7.26,3.51
45.04,26.13,7.26,3.57
45.09,26.23,7.25,3.55
45.20,26.31,7.22,3.51
45.32,26.38,7.25,3.53
45.41,26.45,7.36,3.67
45.51,26.52,7.52,3.77
45.77,26.57,5.32,3.89
46.02,26.68,5.55,3.99
46.47,26.90,5.82,4.06
46.85,27.20,6.15,4.09
47.10,27.48,6.54,4.19
47.28,27.75,6.98,4.39
47.44,27.98,7.32,4.61
47.46,28.21,7.60,4.81
47.56,28.28,7.82,5.07
47.54,28.46,8.04,5.21
47.54,28.52,8.26,5.35
47.57,28.55,8.47,5.49
47.54,28.56,8.68,5.65
47.54,28.57,8.84,5.76
47.51,28.57,9.00,5.88
47.51,28.60,9.28,6.00
47.55,28.63,9.36,6.06
47.58,28.71,9.60,6.05
47.58,28.77,9.72,6.06
47.55,28.81,9.78,6.09
47.51,28.83,9.88,6.10
47.44,28.85,9.98,6.27
47.39,28.85,10.06,6.34
47.35,28.78,10.16,6.33
47.37,28.73,10.28,6.31
47.37,28.72,10.38,6.36
47.44,28.72,10.52,6.35
47.50,28.74,10.64,6.37
47.50,28.74,10.72,6.34
47.50,28.79,10.80,6.45
47.48,28.80,10.92,6.28
47.42,28.80,11.02,6.21
47.53,28.82,11.15,6.23
47.65,28.88,11.30,6.25
47.78,28.96,11.39,6.28
47.88,29.05,11.48,6.35
47.95,29.12,11.58,6.51
48.00,29.15,11.62,6.30
48.02,29.19,11.68,6.33
48.05,29.24,11.74,6.40
48.13,29.37,11.81,6.63
48.27,29.40,11.89,6.55
48.38,29.50,11.98,6.61
48.49,29.62,12.06,6.73
48.60,29.72,12.18,6.91
48.69,29.85,12.30,7.11
48.76,29.91,12.36,7.46
48.81,30.02,12.38,7.71
48.91,30.08,12.42,7.92
48.95,30.15,12.44,8.12
49.01,30.23,12.48,8.16
49.17,30.33,12.50,8.19
49.44,30.47,12.56,8.31
49.54,30.60,12.60,8.39
49.66,30.72,12.64,8.25
49.78,30.87,12.84,8.11
49.88,31.00,12.93,8.11
49.97,31.11,13.02,8.18
50.04,31.20,13.09,8.22
50.11,31.27,13.14,8.42
50.20,31.36,13.20,8.34
50.27,31.43,13.26,8.51
50.30,31.51,13.31,8.63
50.34,31.58,13.38,9.00
50.37,31.67,13.44,9.29
50.46,31.76,13.50,9.43
50.52,31.83,13.58,9.53
50.57,31.92,13.65,9.68
50.62,31.99,13.73,9.82
50.72,32.08,13.84,9.89
50.74,32.17,13.90,9.97
50.73,32.26,14.00,10.07
50.70,32.31,14.10,10.16
50.68,32.36,14.20,10.10
50.67,32.42,14.28,10.23
50.65,32.47,14.38,10.29
50.72,32.52,14.42,10.31
50.74,32.61,14.48,10.35
50.88,32.65,14.48,10.31
51.05,32.72,14.50,10.41
51.28,32.79,14.49,10.48
51.42,32.84,14.50,10.43
51.46,32.92,14.46,10.57
51.44,32.97,14.46,10.66
51.50,33.04,14.44,10.73
51.51,33.15,14.44,10.80
51.46,33.15,14.44,10.82
51.40,33.27,14.46,10.83
51.41,33.33,14.46,10.75
51.42,33.38,14.48,10.89
51.38,33.42,14.50,10.93
51.34,33.43,14.51,10.94
51.29,33.45,14.50,10.78
51.27,33.47,14.50,10.66
51.28,33.51,14.48,10.65
51.37,33.54,14.48,10.65
51.35,33.54,14.44,10.61
51.39,33.54,14.44,10.60
51.41,33.56,14.44,10.63
51.43,33.58,14.44,10.65
51.49,33.61,14.40,10.57
51.46,33.61,14.39,10.56
51.42,33.63,14.32,10.56
51.39,33.65,14.26,10.58
51.35,33.68,14.20,10.59
51.30,33.70,14.12,10.60
51.28,33.70,14.10,10.63
51.25,33.70,14.06,10.67
51.22,33.70,14.08,10.83
51.24,33.68,14.08,10.84
51.30,33.68,14.06,10.99
51.30,33.68,14.00,11.15
51.28,33.68,13.98,11.19
51.28,33.67,13.92,11.21
51.28,33.67,13.90,11.23
51.28,33.68,13.88,11.25
51.24,33.65,13.84,11.28
51.20,33.65,13.80,11.20
51.15,33.63,13.76,11.11
51.07,33.59,13.68,11.09
51.00,33.58,13.64,11.01
50.95,33.56,13.58,10.88
50.86,33.54,13.52,10.80
50.81,33.54,13.42,10.79
50.72,33.52,13.36,10.75
50.62,33.49,13.24,10.73
50.54,33.47,13.13,10.72
50.42,33.43,13.02,10.64
50.31,33.38,12.90,10.48
50.18,33.33,12.78,10.40
50.12,33.27,12.68,10.38
50.00,33.20,12.57,10.37
49.97,33.18,12.48,10.41
49.89,33.13,12.44,10.50
49.82,33.08,12.36,10.53
49.76,33.02,12.33,10.63
49.66,32.95,12.32,10.79
49.64,32.90,12.28,10.85
49.56,32.83,12.21,10.69
49.49,32.77,12.14,10.52
49.43,32.72,12.06,10.42
49.39,32.65,12.02,10.42
49.35,32.61,12.04,10.42
49.30,32.54,12.06,10.38
49.23,32.49,12.10,10.36
49.15,32.43,12.10,10.16
49.08,32.38,12.10,9.99
49.11,32.33,12.10,9.83
49.06,32.26,12.12,9.73
49.04,32.22,12.12,9.63
48.99,32.17,12.16,9.49
48.90,32.13,12.19,9.38
48.81,32.06,12.20,9.33
48.72,32.02,12.26,9.33
