ayacucho,caicara,ciudad_bolivar,palua
51.12,33.85,16.36,10.73
51.11,33.88,16.42,10.81
51.13,33.90,16.42,10.82
51.17,33.90,16.46,10.83
51.20,33.93,16.50,10.83
51.25,33.94,16.56,10.83
51.32,33.95,16.58,10.85
51.36,33.95,16.60,10.90
51.41,33.95,16.62,10.90
51.54,33.97,16.62,10.93
51.54,33.97,16.58,10.92
51.51,33.98,16.56,10.94
51.47,33.98,16.54,10.94
51.41,34.00,16.52,10.87
51.35,34.00,16.54,10.92
51.27,34.00,16.56,10.98
51.20,33.98,16.58,10.95
51.14,33.97,16.58,10.98
51.07,33.97,16.58,10.98
50.98,33.96,16.58,10.99
50.89,33.93,16.58,10.93
50.81,33.90,16.58,11.13
50.75,33.86,16.58,11.13
50.70,33.80,16.58,11.08
50.68,33.75,16.50,10.93
50.57,33.70,16.50,10.88
50.50,33.65,16.46,10.82
50.41,33.59,16.30,10.72
50.33,33.55,16.20,10.74
50.27,33.51,16.16,10.72
50.19,33.45,16.14,10.73
50.10,33.40,16.10,10.68
50.04,33.34,16.02,10.61
49.95,33.29,15.96,10.64
49.87,33.23,15.90,10.63
49.75,33.15,15.86,10.63
49.62,33.09,15.82,10.81
49.45,33.06,15.82,10.80
49.31,32.89,15.74,10.73
49.17,32.82,15.70,10.58
49.06,32.74,15.64,10.58
49.00,32.69,15.56,10.38
48.87,32.61,15.44,10.09
48.73,32.55,15.34,10.21
48.55,32.45,15.26,10.24
48.39,32.40,15.24,10.19
48.23,32.32,15.24,10.15
48.09,32.24,15.24,10.15
47.95,32.13,15.24,10.51
47.83,32.03,15.18,10.38
47.73,31.92,15.10,10.18
47.63,31.80,14.90,10.03
47.50,31.69,14.82,10.07
47.40,31.59,14.72,9.98
47.29,31.46,14.60,9.94
47.18,31.35,14.54,10.08
47.09,31.25,14.40,9.73
46.95,31.14,14.26,9.48
46.83,31.03,14.06,9.28
46.65,30.91,13.86,9.18
46.52,30.77,13.70,9.02
46.37,30.65,13.50,8.82
46.29,30.55,13.34,8.69
46.23,30.41,13.16,8.47
46.15,30.30,13.00,8.34
46.06,30.20,12.86,8.25
46.01,30.05,12.82,8.14
45.99,29.95,12.60,8.11
45.94,29.85,12.48,8.06
45.88,29.73,12.30,7.68
45.85,29.65,12.18,7.61
45.78,29.59,12.04,7.48
45.82,29.50,11.98,7.36
45.84,29.45,11.88,7.28
45.80,29.44,11.82,7.15
45.70,29.40,11.60,7.05
45.60,29.37,11.50,7.11
45.53,29.30,11.44,6.88
45.52,29.20,11.38,6.88
45.52,29.14,11.26,6.79
45.49,29.11,11.16,6.78
45.43,29.05,11.10,6.74
45.38,29.00,11.04,6.62
45.35,28.91,11.00,6.63
45.27,28.80,10.90,6.50
45.25,28.69,10.78,6.42
45.22,28.57,10.70,6.38
45.17,28.49,10.60,6.31
45.09,28.40,10.54,6.25
45.02,28.29,10.50,6.17
44.98,28.19,10.38,6.10
44.97,28.10,10.30,5.99
44.96,28.02,10.18,5.96
44.94,27.95,10.08,5.96
44.90,27.91,9.96,5.83
44.88,27.90,9.84,5.71
44.90,27.92,9.80,5.62
44.95,28.04,9.76,5.68
45.04,28.20,9.70,5.69
45.14,28.35,9.85,5.73
45.25,28.44,10.04,5.83
45.36,28.51,9.98,5.78
45.61,28.60,10.20,5.86
45.76,28.67,10.28,5.92
45.84,28.73,10.80,5.97
45.94,28.77,10.48,6.09
45.98,28.79,10.58,6.15
46.04,28.82,10.68,6.23
46.15,28.84,10.64,6.29
46.22,28.87,10.70,6.33
46.27,28.89,10.77,6.38
46.28,28.90,10.88,6.55
46.30,28.86,10.94,6.78
46.30,28.81,11.10,6.84
46.31,28.76,11.00,6.96
46.30,28.70,11.00,6.90
46.28,28.64,11.00,6.90
46.23,28.58,10.90,6.94
46.19,28.50,10.90,7.03
46.15,28.40,10.80,6.91
46.13,28.35,10.76,6.93
46.10,28.30,10.66,7.10
46.06,28.25,10.55,6.74
46.00,28.20,10.46,6.53
45.92,28.19,10.38,6.48
45.82,28.17,10.30,6.28
45.71,28.10,10.18,6.07
45.58,27.99,10.04,5.87
45.43,27.90,9.90,5.77
45.27,27.75,9.80,5.72
45.11,27.58,9.74,5.76
44.96,27.38,9.70,5.73
44.81,27.22,9.48,5.77
44.66,27.02,9.30,5.45
44.52,26.80,9.20,5.28
44.38,26.60,9.00,5.12
44.25,26.45,8.85,5.13
44.14,26.28,8.70,5.13
44.05,26.15,8.54,5.04
43.96,26.02,8.38,4.90
43.86,25.96,8.30,4.67
43.79,25.80,8.02,4.47
43.74,25.66,7.87,4.30
43.73,25.52,7.74,4.17
43.76,25.44,7.68,4.07
43.79,25.41,7.62,4.06
43.80,25.39,7.58,3.93
43.76,25.40,7.46,3.77
43.70,25.38,7.30,3.78
43.59,25.38,7.20,3.76
43.46,25.38,7.10,3.73
43.33,25.19,7.08,3.72
43.25,25.06,7.00,3.65
43.26,24.90,6.80,3.55
43.32,24.80,6.80,3.56
43.37,24.75,6.90,3.52
43.44,24.69,6.82,3.50
43.50,24.67,6.72,3.43
43.50,24.70,6.62,3.39
43.49,24.75,6.56,3.29
43.42,24.78,6.50,3.23
43.32,24.79,6.46,3.21
43.20,24.73,6.42,3.21
43.04,24.67,6.40,3.26
42.89,24.56,6.36,3.25
42.74,24.43,6.32,3.25
42.60,24.26,6.22,3.20
42.46,23.96,6.10,3.11
42.33,23.80,5.90,3.03
42.22,23.68,5.86,2.96
42.09,23.57,5.82,2.86
41.97,23.57,5.56,2.78
41.87,23.43,5.40,2.64
41.76,23.35,5.20,2.58
41.66,23.20,5.16,2.43
41.56,23.10,5.02,2.40
41.52,23.00,4.90,2.40
41.47,22.88,4.82,2.39
41.43,22.78,4.82,2.32
41.38,22.69,4.70,2.32
41.38,22.68,4.52,2.26
41.35,22.57,4.48,2.16
41.30,22.54,4.40,2.16
41.27,22.48,4.30,2.08
41.23,22.43,4.28,2.01
41.19,22.35,4.16,1.99
41.15,22.33,4.10,1.96
41.11,22.30,4.00,1.92
41.08,22.25,3.90,1.83
41.06,22.20,3.92,1.82
41.06,22.17,3.80,1.82
41.09,22.13,3.78,1.85
41.12,22.10,3.78,1.97
41.12,22.10,3.72,2.03
41.12,22.09,3.72,2.03
41.11,22.11,3.70,2.00
41.10,22.11,3.72,2.06
41.11,22.09,3.80,1.98
41.11,22.09,3.82,2.01
41.09,22.08,3.70,1.89
41.06,22.08,3.70,1.85
41.06,22.08,3.70,1.74
41.10,22.08,3.66,1.76
,,,
41.19,22.08,3.72,1.79
41.30,22.06,3.76,1.79
41.43,22.06,3.78,1.86
41.54,22.10,3.80,1.93
41.61,22.18,3.82,1.95
41.68,22.28,3.82,1.93
41.75,22.38,3.78,1.92
41.83,22.50,3.80,1.91
41.87,22.64,3.82,1.95
41.90,22.76,3.82,1.93
41.92,22.85,3.90,1.96
41.97,22.90,4.14,2.02
42.04,22.93,4.28,2.05
42.09,22.95,4.66,2.14
42.13,22.97,4.80,2.23
42.15,23.00,4.86,2.26
42.15,23.03,4.80,2.34
42.14,23.06,4.76,2.35
42.11,23.07,4.74,2.36
42.00,23.08,4.68,2.37
42.00,23.08,4.80,2.39
41.95,23.08,4.90,2.45
41.90,23.04,4.96,2.47
41.88,22.93,4.90,2.48
41.87,22.86,4.90,2.48
41.88,22.80,4.78,2.42
41.89,22.78,4.70,2.32
41.92,22.76,4.70,2.29
41.98,22.76,4.64,2.25
42.05,22.80,4.62,2.27
42.10,22.85,4.62,2.25
42.12,22.93,4.62,2.28
42.09,23.08,4.60,2.28
42.08,23.24,4.58,2.26
42.06,23.33,4.56,2.17
42.05,23.37,4.58,2.23
42.03,23.38,4.62,2.33
42.04,23.35,4.76,2.33
42.06,23.28,4.78,2.36
42.08,23.23,4.78,2.37
42.09,23.18,4.80,2.29
42.13,23.17,4.80,2.33
42.19,23.20,4.78,2.28
42.24,23.19,4.82,2.29
42.40,23.20,4.82,2.36
42.58,23.26,4.84,2.38
42.70,23.37,4.88,2.40
42.82,23.52,4.88,2.41
42.93,23.67,5.02,2.45
43.10,23.81,5.04,2.57
43.21,24.09,5.10,2.60
43.30,24.37,5.20,2.63
43.42,24.60,5.32,2.64
43.58,24.80,5.48,2.68
43.77,24.99,5.88,2.86
43.92,25.20,6.14,2.93
44.12,25.45,6.36,3.10
44.29,25.68,6.50,3.21
44.43,25.90,6.72,3.40
44.61,26.10,6.92,3.53
44.76,26.25,7.18,3.69
44.88,26.40,7.38,3.83
45.01,26.60,7.50,3.87
45.16,26.78,7.70,4.05
45.24,26.90,7.96,4.16
45.44,27.08,8.10,4.33
45.63,27.19,8.30,4.46
45.80,27.30,8.44,4.65
46.00,27.42,8.64,4.73
46.26,27.57,8.70,4.77
46.66,27.75,8.84,4.93
47.05,27.97,8.98,4.97
47.27,28.22,9.10,5.09
47.48,28.45,9.20,5.20
47.68,28.69,9.48,5.33
47.84,28.89,9.80,5.49
47.97,29.00,10.10,5.69
48.12,29.15,10.20,5.86
48.20,29.27,10.38,5.98
48.33,29.37,10.52,6.12
48.40,29.48,10.78,6.30
48.48,29.60,10.96,6.42
48.50,29.70,11.14,6.53
48.58,29.82,11.26,6.67
48.72,29.97,11.48,6.83
48.77,30.04,11.60,6.93
48.81,30.12,11.86,7.11
48.86,30.21,12.02,7.37
48.94,30.30,12.18,7.42
48.94,30.40,12.28,7.58
48.96,30.49,12.38,7.70
49.02,30.57,12.46,7.78
49.07,30.69,12.48,7.93
49.14,30.80,12.52,8.04
49.21,30.89,12.68,8.16
49.34,31.02,12.84,8.33
49.47,31.12,13.06,8.56
49.62,31.20,13.38,8.85
49.73,31.28,13.50,9.02
49.82,31.36,13.64,9.14
49.88,31.42,13.70,9.23
49.92,31.48,13.76,9.31
49.96,31.54,13.82,9.33
50.00,31.58,13.86,9.38
50.03,31.64,13.90,9.45
50.07,31.70,13.94,9.45
50.10,31.74,13.92,9.34
50.14,31.79,13.92,9.35
50.20,31.84,13.96,9.53
50.23,31.88,14.00,9.51
50.32,31.92,14.06,9.50
50.44,31.95,14.08,9.26
50.48,32.02,14.06,9.17
50.49,32.07,14.00,9.03
50.57,32.13,14.00,9.02
50.65,32.20,14.06,9.03
50.78,32.27,14.10,9.03
50.86,32.33,14.18,9.08
50.96,32.38,14.30,9.25
51.00,32.44,14.38,9.43
50.98,32.48,14.48,9.51
50.99,32.54,14.54,9.51
51.00,32.58,14.60,9.44
51.01,32.64,14.66,9.52
51.02,32.68,14.70,9.62
51.04,32.71,14.73,9.69
51.07,32.74,14.76,9.69
51.15,32.80,14.82,9.78
51.24,32.84,14.86,9.85
51.36,32.88,15.12,10.06
51.42,32.90,15.20,10.12
51.45,32.93,15.28,10.15
51.50,33.03,15.30,10.05
51.57,33.09,15.30,10.01
51.62,33.15,15.32,10.07
51.66,33.21,15.34,10.11
51.69,33.26,15.38,10.11
51.70,33.30,15.38,10.10
51.70,33.33,15.40,10.08
51.71,33.36,15.40,10.11
51.72,33.40,15.44,10.19
51.73,33.44,15.46,10.19
51.76,33.45,15.50,10.17
51.75,33.48,15.52,10.13
51.74,33.51,15.52,10.15
51.70,33.52,15.56,10.17
51.66,33.58,15.60,10.23
51.72,33.62,15.66,10.19
51.70,33.64,15.70,10.27
51.72,33.67,15.74,10.38
51.75,33.68,15.80,10.55
51.86,33.71,15.84,10.57
51.95,33.74,16.00,10.56
51.97,33.77,16.10,10.54
51.96,33.79,16.20,10.77
51.89,33.81,16.32,11.00
51.84,33.84,16.36,11.07
51.76,33.87,16.38,11.13
51.70,33.88,16.40,11.04
51.64,33.90,16.40,10.94
51.58,33.90,16.36,10.89
51.52,33.92,16.36,10.94
51.44,33.91,16.36,10.90
51.39,33.91,16.32,10.83
51.33,33.90,16.30,10.74
51.26,33.90,16.26,10.71
51.21,33.90,16.24,10.67
51.14,33.89,16.22,10.62
51.09,33.87,16.20,10.64
51.03,33.85,16.18,10.64
50.95,33.82,16.18,10.75
50.86,33.80,16.18,10.81
50.74,33.75,16.18,10.75
50.66,33.73,16.18,10.70
50.56,33.68,16.18,10.66
50.45,33.65,16.18,10.73
50.36,33.62,16.16,10.77
50.26,33.62,16.20,10.88
50.17,33.58,16.22,11.00
50.08,33.55,16.22,11.00
50.01,33.50,16.20,10.96
49.96,33.46,16.18,10.84
49.88,33.41,16.14,10.79
49.82,33.37,16.10,10.78
49.76,33.32,16.04,10.71
49.66,33.28,16.00,10.59
49.56,33.25,15.92,10.56
49.45,33.18,15.92,10.49
49.32,33.13,15.84,10.43
49.16,33.07,15.78,10.39
49.01,32.98,15.68,10.37
48.83,32.91,15.60,10.28
48.68,32.83,15.50,10.21
48.52,32.73,15.42,10.13
48.34,32.64,15.34,10.08
48.19,32.58,15.28,10.00
48.05,32.50,15.22,10.05
47.88,32.43,15.20,10.03
47.71,32.31,15.10,9.94
47.52,32.21,14.98,9.83
47.34,32.10,14.88,9.75
47.19,31.99,14.78,9.66
47.04,31.88,14.64,9.55
46.92,31.78,14.52,9.41
46.77,31.70,14.46,9.39
46.64,31.62,14.39,9.27
46.54,31.52,14.28,9.21
46.43,31.42,14.18,9.21
46.42,31.31,14.10,9.24
46.44,31.21,14.06,9.09
46.48,31.14,14.00,9.06
46.51,31.08,13.88,9.02
46.52,31.01,13.78,8.90
46.54,30.99,13.66,8.78
46.65,30.86,13.54,8.68
46.73,30.80,13.10,8.67
46.83,30.74,13.26,8.50
46.88,30.73,13.12,8.36
46.94,30.74,13.02,8.22
46.98,30.74,12.90,8.13
47.01,30.74,12.84,8.27
47.04,30.68,12.84,8.30
47.04,30.66,12.80,8.37
47.04,30.63,12.80,8.28
47.06,30.62,12.80,8.07
47.07,30.51,12.76,8.01
47.08,30.48,12.69,7.91
47.10,30.43,12.62,7.87
47.07,30.40,12.58,7.86
47.04,30.35,12.58,7.86
47.00,30.28,12.56,7.97
46.96,30.21,12.52,8.04
46.94,30.14,12.50,8.04
46.96,30.10,12.48,7.98
46.95,30.04,12.46,7.93
46.91,29.99,12.44,8.11
46.90,29.94,12.44,8.17
46.87,29.97,12.44,8.03
46.86,29.80,12.36,7.89
46.84,29.72,12.26,7.81
46.82,29.65,12.18,7.68
46.78,29.62,12.04,7.61
46.86,29.65,11.92,7.51
46.87,29.65,11.84,7.51
46.83,29.64,11.78,7.49
46.82,29.62,11.84,7.46
46.78,29.60,11.84,7.26
46.74,29.57,11.88,7.26
46.65,29.54,11.74,7.26
46.55,29.49,11.68,7.29
46.48,29.44,11.70,7.42
46.38,29.38,11.70,7.55
46.28,29.30,11.66,7.51
46.22,29.20,11.62,7.23
46.26,29.09,11.46,7.11
46.28,29.00,11.36,6.99
46.25,29.00,11.22,6.93
46.28,29.00,11.14,6.87
46.37,28.98,11.04,6.76
46.46,29.00,10.96,6.93
46.48,29.00,10.96,7.21
46.48,29.00,10.90,7.34
46.47,29.01,11.00,7.49
46.46,29.02,11.06,7.49
46.43,29.03,11.12,7.38
46.44,29.02,11.08,7.19
46.44,29.00,11.12,7.16
46.52,29.00,11.18,7.42
46.55,29.00,11.28,7.50
46.60,29.00,11.54,7.56
46.62,29.00,11.44,7.50
46.66,29.00,11.48,7.45
46.68,29.00,11.46,7.22
46.69,29.00,11.40,7.07
46.79,29.01,11.44,7.22
46.75,29.01,11.46,7.32
46.72,29.05,11.46,7.19
46.68,29.05,11.40,6.99
46.64,29.02,11.34,6.93
46.63,29.00,11.30,6.84
46.63,28.96,11.15,6.99
46.64,28.96,11.06,6.88
46.64,28.96,11.04,6.88
46.62,28.97,11.04,6.89
46.60,28.98,11.04,6.86
46.60,28.98,11.00,6.74
46.64,28.97,10.88,6.62
46.66,28.95,10.84,6.55
46.65,28.96,10.76,6.48
46.63,28.97,10.72,6.40
46.58,28.98,10.70,6.39
46.54,28.97,10.70,6.38
46.48,28.94,10.66,6.37
46.42,28.89,10.68,6.31
46.34,28.80,10.74,6.31
46.30,28.71,10.72,6.38
46.21,28.58,10.72,6.43
46.13,28.45,10.72,6.52
46.07,28.30,10.70,6.57
46.03,28.15,10.56,6.61
45.96,28.03,10.42,6.43
45.92,27.97,10.30,6.08
45.88,27.81,10.10,5.99
45.85,27.70,9.94,5.85
45.83,27.59,9.90,5.74
45.81,27.50,9.60,5.56
45.79,27.40,9.50,5.44
45.72,27.32,9.42,5.04
45.67,27.24,9.20,5.10
45.57,27.16,9.16,5.08
45.44,27.05,9.00,5.05
45.30,26.98,8.90,4.92
45.13,26.86,8.78,4.86
44.97,26.70,8.74,4.79
44.81,26.55,8.60,4.72
44.68,26.39,8.50,4.65
44.55,26.25,8.46,4.62
44.44,26.09,8.34,4.53
44.34,25.98,8.10,4.41
44.21,25.85,8.00,4.39
44.09,25.72,7.86,4.31
43.98,25.59,7.76,4.12
43.89,25.48,7.68,4.00
43.77,25.31,7.56,3.99
43.66,25.19,7.40,3.85
43.54,25.07,7.22,3.74
43.40,24.95,7.06,3.65
43.23,24.83,6.86,3.65
43.08,24.69,6.76,3.50
42.94,24.57,6.62,3.45
42.81,24.42,6.48,3.31
42.71,24.28,6.34,3.25
42.60,24.12,6.20,3.16
42.50,24.01,6.10,3.11
42.41,23.91,5.98,2.99
42.34,23.82,5.90,2.83
42.28,23.72,5.82,2.74
42.25,23.64,5.68,2.65
42.23,23.59,5.62,2.63
42.22,23.53,5.50,2.58
42.22,23.47,5.42,2.58
42.24,23.54,5.40,2.63
42.28,23.42,5.40,2.70
42.33,23.42,5.44,2.68
42.38,23.45,5.44,2.67
42.41,23.50,5.64,2.73
42.41,23.52,5.64,2.77
42.41,23.56,5.68,2.87
42.40,23.54,5.70,2.93
42.38,23.52,5.70,2.87
42.35,23.50,5.70,2.85
42.32,23.50,5.70,2.74
42.30,23.50,5.68,2.64
42.26,23.55,5.56,2.59
42.21,23.58,5.20,2.50
42.15,23.59,5.20,2.49
42.10,23.54,5.14,2.43
42.04,23.47,5.14,2.39
42.00,23.38,5.12,2.42
41.96,23.31,5.06,2.53
41.93,23.24,5.06,2.56
41.90,23.16,5.04,2.50
41.87,23.10,4.96,2.47
41.83,23.06,4.80,2.43
41.77,22.97,4.80,2.33
41.72,22.95,4.78,
41.67,22.85,4.78,2.26
41.64,22.80,4.78,2.23
41.62,22.75,4.76,2.25
41.61,22.70,4.76,2.19
41.61,22.68,4.62,2.18
41.60,22.65,4.60,2.18
41.59,22.59,4.56,2.24
41.59,22.57,4.52,2.25
41.59,22.57,4.50,2.27
41.59,22.60,4.46,2.33
41.58,22.64,4.42,2.23
41.59,22.67,4.38,2.13
41.59,22.69,4.26,2.12
41.60,22.71,4.22,2.09
41.62,22.74,4.20,2.04
41.65,22.76,4.20,2.13
41.70,22.79,4.50,2.15
41.75,22.80,4.54,2.12
41.81,22.82,4.52,2.14
41.87,22.85,4.48,2.14
41.93,22.92,4.44,2.21
41.96,23.06,4.44,2.21
41.98,23.16,4.42,2.20
42.01,23.24,4.40,2.17
42.10,23.28,4.50,2.23
42.21,23.30,4.52,2.31
42.36,23.35,4.74,2.39
42.53,23.47,4.48,2.40
42.65,23.59,4.96,2.40
42.78,23.70,5.00,2.40
42.89,23.82,5.00,2.42
43.04,23.92,5.00,2.42
43.16,24.10,5.16,2.51
43.28,24.24,5.20,2.58
43.43,24.39,5.32,2.71
43.59,24.55,5.56,2.74
43.75,24.47,5.60,2.76
43.89,24.97,5.74,2.81
44.06,25.23,5.84,2.88
44.25,25.47,6.02,3.00
44.42,25.64,6.20,3.12
44.59,25.83,6.64,3.34
44.72,25.99,7.00,3.58
45.02,26.19,7.30,3.73
45.25,26.39,7.56,3.89
45.48,26.64,7.78,4.04
45.65,26.88,7.90,4.18
45.82,27.07,8.28,4.30
45.97,27.21,8.30,4.49
46.12,27.38,8.50,4.64
46.28,27.54,8.64,4.78
46.38,27.69,8.80,4.85
46.54,27.83,9.00,4.96
46.63,27.96,9.10,5.07
46.73,28.09,9.30,5.19
46.80,28.19,9.40,5.31
46.85,28.24,9.50,5.41
46.90,28.30,9.62,5.43
46.99,28.36,9.64,5.53
47.06,28.45,9.70,5.54
47.15,28.54,9.80,5.60
47.28,28.64,9.88,5.66
47.34,28.77,10.00,5.71
47.42,28.84,10.18,5.86
47.49,28.90,10.40,5.97
47.64,28.95,10.52,6.12
47.74,29.05,10.62,6.26
47.86,29.10,10.72,6.27
48.00,29.20,10.82,6.37
48.14,29.33,11.00,6.47
48.32,29.47,11.16,6.71
48.45,29.63,11.36,7.12
48.60,29.77,11.60,7.47
48.66,29.89,11.80,7.74
48.76,29.99,11.96,7.91
48.84,30.09,12.04,7.92
48.90,30.16,12.08,7.89
48.98,30.24,12.08,7.72
49.04,30.30,12.10,7.62
49.16,30.37,12.08,7.64
49.28,30.47,12.02,7.61
49.26,30.50,12.04,7.63
49.27,30.55,12.10,7.72
49.29,30.62,12.20,7.80
49.30,30.66,12.26,7.79
49.28,30.71,12.34,7.81
49.26,30.75,12.40,7.90
49.19,30.78,12.50,7.89
49.14,30.80,12.48,7.88
49.10,30.81,12.50,7.89
49.08,30.83,12.50,7.79
49.09,30.89,12.54,7.81
49.09,30.90,12.56,7.90
49.03,30.93,12.68,8.08
49.02,30.94,12.70,8.19
49.04,30.95,12.78,8.28
48.85,30.94,12.82,8.29
48.75,30.94,12.84,8.17
48.68,30.92,12.82,8.09
48.72,30.92,12.82,8.06
48.78,30.92,12.76,8.00
48.85,30.93,12.72,7.96
48.90,30.90,12.70,7.94
48.92,31.07,12.70,8.06
48.92,31.14,12.80,8.24
49.02,31.22,12.82,8.42
49.08,31.29,13.08,8.57
49.15,31.35,13.22,8.74
49.28,31.45,13.32,8.91
49.36,31.52,13.54,9.00
49.38,31.59,13.68,9.09
49.41,31.65,13.74,9.11
49.44,31.70,13.84,9.07
49.46,31.76,13.88,9.02
49.50,31.80,13.90,8.92
49.50,31.84,13.90,8.86
49.56,31.88,13.90,8.83
49.58,31.88,13.92,8.81
49.65,31.91,13.80,8.82
49.71,31.93,13.80,8.77
49.75,31.98,13.76,8.77
49.78,32.01,13.74,8.75
49.76,32.04,13.76,8.72
49.76,32.07,13.76,8.71
49.75,32.10,13.80,8.86
49.73,32.15,13.90,9.05
49.70,32.18,14.00,9.28
49.66,32.19,14.10,9.43
49.62,32.21,14.14,9.59
49.60,32.23,14.16,9.65
49.56,32.25,14.36,9.65
49.54,32.32,14.38,9.61
49.54,32.23,14.40,9.56
49.70,32.21,14.44,9.59
49.80,32.23,14.46,9.60
49.87,32.24,14.50,9.68
49.94,32.27,14.54,9.76
50.02,32.33,14.58,9.87
50.10,32.38,14.68,9.95
50.14,32.42,14.76,10.03
50.23,32.47,14.80,10.09
50.39,32.52,14.96,10.15
50.62,32.58,15.06,10.23
50.78,32.64,15.20,10.32
50.87,32.71,15.30,10.43
50.98,32.78,15.32,10.43
51.02,32.87,15.36,10.48
51.06,32.95,15.38,10.43
51.06,32.99,15.40,10.40
51.04,33.06,15.40,10.39
51.00,33.15,15.42,10.35
50.96,33.21,15.40,10.31
50.92,33.27,15.44,10.40
50.92,33.33,15.52,10.52
50.92,33.38,15.64,10.54
50.94,33.45,15.78,10.69
50.94,33.48,15.90,10.85
50.96,33.54,16.02,10.87
51.02,33.60,16.14,11.01
51.06,33.69,16.24,11.09
51.06,33.74,16.30,11.14
51.07,33.78,16.38,11.16
51.04,33.82,16.46,11.22
50.99,33.86,16.52,11.26
50.98,33.90,16.66,11.36
50.94,33.94,16.76,11.41
50.96,33.96,16.80,11.44
50.98,33.97,16.88,11.45
50.96,33.98,16.88,11.49
50.94,33.98,16.84,11.39
50.96,33.99,16.86,11.35
51.02,34.00,16.86,11.28
51.01,34.02,16.82,11.23
51.04,34.01,16.78,11.21
51.02,34.01,16.70,11.17
50.98,34.01,16.70,11.20
50.94,34.01,16.70,11.22
50.85,33.99,16.68,11.20
50.82,34.00,16.70,11.19
50.80,34.01,16.66,11.12
50.76,34.00,16.62,11.14
50.75,34.00,16.60,10.99
50.71,33.98,16.60,11.03
50.72,33.96,16.60,11.07
50.75,33.93,16.60,11.01
50.73,33.89,16.56,10.92
50.70,33.85,16.52,10.89
50.67,33.84,16.48,10.82
50.62,33.81,16.44,10.80
50.60,33.76,16.42,10.81
50.53,33.73,16.42,10.81
50.44,33.69,16.40,10.84
50.39,33.64,16.40,10.82
50.30,33.59,16.32,10.73
50.26,33.55,16.26,10.71
50.21,33.50,16.22,10.71
50.15,33.46,16.18,10.73
50.09,33.40,16.18,10.82
50.03,33.36,16.14,10.83
49.97,33.31,16.14,10.82
49.91,33.27,16.10,10.82
49.86,33.22,16.08,10.59
49.84,33.17,16.02,10.53
49.78,33.12,15.92,10.55
49.70,33.06,15.82,10.49
49.61,33.01,15.78,10.41
49.48,32.95,15.68,10.32
49.37,32.90,15.58,10.21
49.25,32.83,15.48,10.15
49.17,32.76,15.38,10.18
49.08,32.68,15.30,10.13
48.94,32.64,15.22,9.98
48.86,32.58,15.18,9.96
48.79,32.50,15.18,9.97
48.68,32.47,15.08,9.93
48.56,32.35,15.00,9.86
48.43,32.26,14.88,9.77
48.30,32.16,14.76,9.64
48.12,32.18,14.64,9.54
47.98,32.01,14.52,9.40
47.82,31.90,14.38,9.24
47.67,31.79,14.26,9.21
47.53,31.70,14.14,9.09
47.37,31.58,14.02,9.00
47.23,31.46,13.90,8.91
47.04,31.32,13.76,8.81
46.91,31.18,13.66,8.72
46.80,31.06,13.64,8.62
46.70,30.95,13.44,8.53
46.63,30.84,13.34,8.39
46.56,30.71,13.24,8.36
46.49,30.58,13.12,8.30
46.44,30.47,13.02,8.24
46.44,30.34,12.90,8.12
46.47,30.24,12.82,8.02
46.50,30.17,12.62,7.88
46.55,30.12,12.48,7.78
46.60,30.10,12.36,7.68
46.60,30.09,12.24,7.56
46.57,30.09,12.12,7.51
46.54,30.07,11.98,7.39
46.45,30.07,11.94,7.34
46.35,30.05,11.88,7.26
46.24,30.03,11.82,7.22
46.08,30.00,11.78,7.20
45.97,29.95,11.70,7.13
45.96,29.89,11.64,7.10
45.77,29.80,11.60,7.06
45.69,29.71,11.54,6.96
45.60,29.61,11.50,6.91
45.55,29.50,11.40,6.87
45.48,29.38,11.34,6.82
45.44,29.25,11.28,6.78
45.42,29.11,11.16,6.71
45.42,28.97,11.00,6.65
45.38,28.83,10.90,6.55
45.31,28.73,10.76,6.41
45.22,28.64,10.66,6.36
45.10,28.69,10.58,6.30
45.03,28.50,10.46,6.23
44.98,28.41,10.36,6.10
44.88,28.32,10.26,6.07
44.83,28.24,10.20,6.01
44.82,28.04,10.00,5.91
44.84,27.98,10.02,5.81
44.86,27.87,9.80,5.74
44.88,27.81,9.66,5.63
44.86,27.74,9.54,5.50
44.83,27.67,9.50,5.41
44.78,27.60,9.26,5.32
44.68,27.56,9.10,5.24
44.56,27.51,9.10,5.16
44.48,27.38,9.00,5.05
44.40,27.20,8.90,5.03
44.31,27.02,8.80,4.99
44.21,26.85,8.72,4.90
44.15,26.68,8.64,4.88
44.09,26.51,8.68,4.78
44.05,26.38,8.52,4.73
43.99,26.22,8.30,4.60
43.92,26.12,8.16,4.51
43.84,26.00,8.00,4.42
43.74,25.88,7.78,4.32
43.66,25.75,7.68,4.20
43.57,25.60,7.56,4.17
43.52,25.48,7.52,4.09
43.42,25.35,7.42,4.04
43.37,25.24,7.26,3.95
43.28,25.12,7.12,3.83
43.15,25.03,6.90,3.66
43.04,24.94,6.80,3.58
42.90,24.84,6.76,3.46
42.76,24.73,6.62,3.43
42.65,24.56,6.58,3.36
42.55,24.42,6.54,3.32
42.50,24.28,6.40,3.27
42.45,24.19,6.22,3.19
42.43,24.10,6.10,3.13
42.43,24.06,6.08,3.07
42.42,23.98,5.90,2.96
42.45,23.94,5.90,2.91
42.48,23.96,5.90,2.99
42.51,23.98,5.90,2.95
42.46,23.98,6.00,3.02
